time|mgrs_grid_id|gnodeb_id|cell_id|svid_tot_vid_download_dv|svid_tot_dl_vid_tcp_rtt|svid_tot_dl_vid_pkts_for_tcp_rtt|svid_tot_dl_tcp_pkts|svid_tot_dl_retrans_tcp_pkts|svid_tot_dl_vid_tcp_rtt_x_th|svid_tot_dl_vid_tcp_syn2synack_dly|svid_tot_dl_vid_tcp_est_syn2synack|svid_tot_dl_vid_tcp_synack2ack_dly|svid_tot_dl_vid_tcp_est_synack2ack|svid_tot_dl_vid_tcp_ack2data_dly|svid_tot_dl_vid_tcp_est_ack2data|total_mr_count|dl_ssb_rsrp_accumulated|dl_sinr_accumulated|ul_rsrp_accumulated|ul_sinr_accumulated|ul_ssb_rsrp_valid_count|ul_sinr_valid_count|dl_sinr_valid_count|dl_ssb_rsrp_valid_count|dl_ssb_rsrp_poor_count|dl_sinr_poor_count|dl_ssb_rsrp_and_sinr_valid_count|dl_ssb_rsrp_good_and_sinr_poor_count|dl_ssb_rsrp_poor_and_sinr_poor_count|ul_rsrp_poor_count|ul_sinr_poor_count|ul_rsrp_and_sinr_valid_count|ul_rsrp_good_and_sinr_poor_count|ul_rsrp_poor_and_sinr_poor_count|dl_cqi_cw0_accumulated|dl_cqi_cw0_count|dl_cqi_cw1_accumulated|dl_cqi_cw1_count|ul_mcs_accumulated|dl_mcs_accumulated|ul_mcs_tb_count|dl_mcs_tb_count|ul_rb_accumulated|dl_rb_accumulated|ul_rb_schd_count|dl_rb_schd_count|dl_rank1_count|dl_rank2_count|dl_rank3_count|dl_rank4_count
20260201|49QGF-106-90-50|7340058|23|3444838.4|680166|7818|78180|2510|2814|181.16|59|1486.65|54|560.1|39|1083|-9261|-720|-11223|-1233|90|90|90|90|0|60|90|14|0|0|60|90|14|0|810|90|486|54|20916|19640|1420|3269|86208|172415|15451|25752|17|1|8|0
20260201|49QGF-107-90-50|7340058|1|1944064|735124|10972|131664|1132|2853|922.92|5|1273.34|9|3243.23|76|1534|-14810|486.4|-17689.6|640|128|128|128|128|83|17|128|13|33|100|17|128|13|42|1792|128|1078|77|3144|36946|519|2421|7012|14023|1513|2521|25|36|3|3
20260201|49QGF-108-90-50|7340058|16|2031718.4|637536|13282|132820|3719|3321|166.79|23|1822.03|74|380.64|15|1211|-9777|-343.4|-12079.6|-393.9|101|101|101|101|0|47|101|13|0|0|47|101|13|0|1111|101|671|61|32160|48576|137|3567|76810|153619|22544|37573|19|8|3|5
20260201|49QGF-109-90-50|7340058|6|3730534.4|200422|4357|39213|482|784|171.95|42|1859.89|53|4896.46|67|744|-5493|111.6|-6386|-241.8|62|62|62|62|0|15|62|25|0|0|15|62|25|0|806|62|481|37|15203|65025|467|359|45817|91633|9198|15330|27|26|7|3
20260201|49QGF-110-90-50|7340058|19|4142182.4|12246|471|4239|29|38|835.98|4|770.57|19|6595.27|60|1810|-13333|785.2|-15598.3|241.6|151|151|151|151|0|14|151|23|0|0|14|151|23|0|2114|151|1274|91|31025|42525|1251|2239|26297|52593|5044|8407|4|8|10|4
20260201|49QGF-111-90-50|7340058|20|2823884.8|922824|14648|161128|6155|5420|1162.76|26|1102.1|74|3950.66|69|819|-5331|-544|-6330.8|-550.8|68|68|68|68|0|44|68|36|0|0|44|68|36|0|680|68|410|41|27594|47320|1589|2237|18213|36425|5783|9638|22|21|4|1
20260201|49QGF-112-90-50|7340058|4|3668787.2|455474|7853|94236|2281|1649|1100.47|50|1498.53|1|5948.48|32|2012|-14347|-403.2|-17976|-840|168|168|168|168|0|61|168|67|0|0|61|168|67|0|2016|168|1212|101|7581|75256|944|574|99955|199910|15378|25630|18|25|6|6
20260201|49QGF-113-90-50|7340058|1|2244198.4|25830|615|5535|26|80|1831.75|4|829.61|14|5863.38|47|595|-5250|260|-5970|245|50|50|50|50|2|4|50|6|1|2|4|50|6|1|700|50|420|30|48450|24165|1890|2486|36260|72520|6641|11068|14|11|9|5
20260201|49QGF-114-90-50|7340058|15|1876275.2|574070|8201|90211|2291|2542|323.93|22|522.46|51|7150.67|78|1594|-10800|-1064|-12821.2|-877.8|133|133|133|133|0|79|133|70|0|0|79|133|70|0|1330|133|800|80|8607|67158|245|535|54302|108604|8234|13724|3|35|0|1
20260201|49QGF-115-90-50|7340058|24|4300800|73755|1639|13112|229|246|59.45|29|720.36|23|2989.75|67|2005|-16132|768.2|-19839.6|1002|167|167|167|167|0|20|167|28|0|0|20|167|28|0|2338|167|1400|100|38208|40248|1398|694|85707|171414|10081|16801|14|22|7|1
20260201|49QGF-116-90-50|7340058|6|1640960|11703|141|1128|32|59|1983.51|66|11.59|58|5820.87|59|1047|-9344|-469.8|-11336.1|-643.8|87|87|87|87|39|51|87|11|16|47|51|87|11|20|870|87|520|52|26695|73605|918|2099|102540|205079|16742|27904|9|15|2|2
20260201|49QGF-117-90-50|7340058|14|2860236.8|404998|9878|118536|1790|2074|1427.31|0|218.04|54|188.18|12|2157|-15912|-306|-20052|-252|180|180|180|180|0|54|180|60|0|0|54|180|60|0|2160|180|1296|108|22946|79848|1991|3311|10977|21954|2279|3799|20|4|2|6
20260201|49QGF-118-90-50|7340058|24|4300800|40509|643|7073|208|180|2116.34|3|427.58|13|4184.75|37|445|-3522|-188.7|-4340.1|-329.3|37|37|37|37|0|19|37|4|0|0|19|37|4|0|407|37|242|22|38040|6248|1455|1952|51669|103337|18938|31564|0|7|0|4
20260201|49QGF-119-90-50|7340058|16|3688550.4|41240|2062|18558|56|103|1450.89|4|945.72|61|1593.25|71|2038|-14365|1190|-18224|544|170|170|170|170|0|0|170|18|0|0|0|170|18|0|2550|170|1530|102|25844|69356|1161|2976|59176|118352|11062|18436|20|4|0|0
20260201|49QGF-120-90-50|7340056|19|2232422.4|222208|3584|35840|108|645|1754.63|73|1049.35|27|4397.07|45|2187|-21804|1911|-25043.2|2602.6|182|182|182|182|128|0|182|3|51|154|0|182|3|64|2730|182|1635|109|23426|48328|499|3936|11118|22235|3007|5012|20|3|0|1
20260201|49QGF-121-90-50|7340056|10|2305126.4|873580|14090|112720|485|2677|1357.22|19|943.22|7|2633.75|2|1870|-17956|842.4|-20217.6|1060.8|156|156|156|156|94|25|156|27|38|113|25|156|27|47|2184|156|1316|94|22896|102544|1731|2102|25908|51816|8156|13593|5|33|10|4
20260201|49QGF-122-90-50|7340056|15|2155110.4|369999|5873|52857|159|1057|34.46|70|1830.26|39|1728.23|70|793|-8230|561|-9411.6|402.6|66|66|66|66|57|0|66|0|23|68|0|66|0|29|990|66|600|40|41808|106988|188|1015|36184|72367|12530|20883|24|28|5|0
20260201|49QGF-123-90-50|7340056|2|2810572.8|770355|14535|145350|436|2616|1796.1|13|1617.96|63|3066.33|74|1187|-11068|683.1|-12909.6|138.6|99|99|99|99|55|1|99|11|22|66|1|99|11|28|1485|99|885|59|15652|20048|1320|3149|12496|24991|3547|5911|19|26|6|5
20260201|49QGF-124-90-50|7340056|21|3377254.4|328788|9133|91330|274|1096|1480.11|11|482.06|40|7143.76|62|851|-7498|702.9|-8825.3|418.9|71|71|71|71|22|0|71|4|9|26|0|71|4|11|1065|71|645|43|32760|36624|1298|880|33264|66528|19015|31692|10|18|9|5
20260201|49QGF-125-90-50|7340056|14|4300800|425685|10915|109150|742|1419|2194.4|73|1344.35|45|482.95|79|1471|-12595|479.7|-14673.9|-49.2|123|123|123|123|0|27|123|4|0|0|27|123|4|0|1599|123|962|74|19435|38400|506|2153|22137|44274|10394|17324|27|8|6|0
20260201|49QGF-126-90-50|7340056|16|3823923.2|418200|8200|73800|317|1804|787.86|55|637.02|26|3107.28|31|2141|-21093|925.6|-24510.6|1708.8|178|178|178|178|126|20|178|18|50|151|20|178|18|63|2492|178|1498|107|10575|57321|1872|671|29103|58206|13467|22445|21|7|7|6
20260201|49QGF-127-90-50|7340056|2|3885875.2|606815|11033|132396|397|1765|354.12|66|1160.03|7|4535.27|12|1145|-10678|988|-12036.5|342|95|95|95|95|46|0|95|13|18|55|0|95|13|23|1425|95|855|57|3302|101668|318|2141|29990|59979|14667|24445|1|37|6|4
20260201|49QGF-128-90-50|7340056|17|4300800|261000|13050|143550|431|653|2052.64|30|915.6|74|5555.43|61|2379|-17384|1762.2|-20829.6|1722.6|198|198|198|198|0|6|198|6|0|0|6|198|6|0|2970|198|1785|119|50440|69552|1495|1830|6096|12191|7315|12191|12|2|10|2
20260201|49QGF-129-90-50|7340056|20|3878707.2|471072|14721|132489|397|1472|527.28|44|1486.44|22|1635.23|19|1666|-14150|1209.3|-16777.3|1515.1|139|139|139|139|0|0|139|1|0|0|0|139|1|0|2085|139|1245|83|19318|38080|1110|1052|51720|103440|11336|18893|15|24|3|0
20260201|49QGF-130-90-50|7340056|19|1585049.6|633178|12922|142142|426|2455|1391.35|20|605.46|71|3509.9|70|615|-6145|540.6|-7231.8|698.7|51|51|51|51|34|0|51|6|14|41|0|51|6|17|765|51|465|31|45838|74984|1166|3494|47268|94536|19042|31737|27|19|0|2
20260201|49QGF-131-90-50|7340056|21|4300800|83268|3084|24672|74|247|139.52|33|1870|44|2184.72|74|1317|-10967|1408|-13387|1375|110|110|110|110|0|0|110|19|0|0|0|110|19|0|1650|110|990|66|48646|16548|138|3679|65094|130187|19810|33017|30|7|0|6
20260201|49QGF-132-90-50|7340056|17|4300800|104184|2894|28940|87|347|1323.31|67|1164.13|53|4721.24|28|973|-8489|745.2|-9639|696.6|81|81|81|81|0|0|81|14|0|0|0|81|14|0|1215|81|735|49|2886|43456|314|475|81858|163716|19322|32203|10|21|8|1
20260201|49QGF-133-90-50|7340056|19|3351347.2|388044|7186|57488|172|1437|307.18|73|1239.82|49|4913.64|42|659|-6374|390.5|-7524|445.5|55|55|55|55|33|0|55|3|13|40|0|55|3|17|825|55|495|33|27898|68320|1368|268|2191|4382|644|1074|27|26|2|2
20260201|49QGF-134-90-50|7340056|8|4300800|100802|3877|31016|93|310|1001.58|7|1870.39|73|4650.8|39|1750|-14454|1854.2|-17038.2|2744.8|146|146|146|146|0|0|146|24|0|0|0|146|24|0|2190|146|1320|88|50492|99148|667|245|1769|3537|575|958|6|30|5|4
20260201|49QGF-135-90-50|7340056|21|1793331.2|466767|7409|66681|787|2000|81.92|28|1817.92|0|7991.74|67|1565|-14911|273|-16913|299|130|130|130|130|76|33|130|21|30|91|33|130|21|38|1690|130|1014|78|26795|40850|675|3085|14859|29718|9095|15158|5|11|3|3
20260201|49QGF-136-90-50|7340066|1|4300800|847534|13894|138940|778|2779|2150.1|37|701.4|9|3142.45|17|1058|-9838|404.8|-11607.2|686.4|88|88|88|88|47|15|88|15|19|56|15|88|15|24|1232|88|742|53|39744|90610|960|3125|2372|4744|840|1400|29|23|5|5
20260201|49QGF-43-91-50|7340069|17|4222668.8|444375|9875|118500|1706|2074|570.18|48|945.05|36|2651.53|39|1815|-14964|60.4|-17380.1|105.7|151|151|151|151|0|41|151|21|0|0|41|151|21|0|1963|151|1183|91|45080|61625|1737|3604|29947|59893|6575|10958|30|34|9|1
20260201|49QGF-44-91-50|7340069|4|3573452.8|229362|5461|54610|541|710|405.77|55|1464.46|21|5584.22|62|1014|-8194|1096.5|-10225.5|1292|85|85|85|85|0|0|85|11|0|0|0|85|11|0|1275|85|765|51|22516|10612|1894|1614|30132|60263|6283|10471|28|18|2|2
20260201|49QGF-45-91-50|7340055|16|3520204.8|194010|6467|64670|563|582|2040.8|52|1762.38|37|4317.34|20|101|-735|47.2|-866.4|3.2|8|8|8|8|0|1|8|1|0|0|1|8|1|0|112|8|70|5|50000|93258|1633|618|82481|164961|16280|27134|5|12|10|0
20260201|49QGF-46-91-50|7340055|8|4300800|342560|10705|117755|836|1071|1974.6|28|107.59|12|5188.11|48|2164|-17442|1116|-20556|1080|180|180|180|180|0|17|180|21|0|0|17|180|21|0|2520|180|1512|108|8025|82917|1302|2213|66208|132415|12812|21353|21|15|1|6
20260201|49QGF-47-91-50|7340055|20|4300800|135464|2419|29028|459|629|441.4|22|1798.59|36|8112.58|47|722|-6030|-90|-7146|258|60|60|60|60|0|20|60|0|0|0|20|60|0|0|720|60|432|36|5874|7056|1605|2463|31525|63049|7530|12550|9|6|6|4
20260201|49QGF-48-91-50|7340067|1|4300800|212106|7314|58512|339|585|755.65|41|122.47|69|2646.77|77|2008|-16182|851.7|-18937.8|885.1|167|167|167|167|0|18|167|11|0|0|18|167|11|0|2338|167|1400|100|20850|71874|554|1051|54754|109508|14444|24074|0|35|2|3
20260201|49QGF-49-91-50|7340067|12|4300800|188280|9414|75312|226|471|1314.75|63|78.51|8|7625.76|72|1270|-8978|837.4|-11278.4|932.8|106|106|106|106|0|3|106|0|0|0|3|106|0|0|1590|106|960|64|24674|44688|289|3370|49864|99728|17030|28383|1|30|8|5
20260201|49QGF-50-91-50|7340067|8|3975884.8|35700|1785|21420|64|89|2211.73|15|18.41|30|4106.27|55|390|-3072|313.5|-3554.1|339.9|33|33|33|33|0|0|33|0|0|0|0|33|0|0|495|33|300|20|44694|17528|244|1655|1991|3981|505|841|23|19|1|1
20260201|49QGF-51-91-50|7340067|3|2584166.4|554112|14976|149760|1558|1647|2231.67|37|1435.96|59|4973.58|24|987|-7938|360.8|-9192.2|557.6|82|82|82|82|0|14|82|2|0|0|14|82|2|0|1148|82|686|49|6120|62842|591|3242|34161|68322|5716|9526|24|35|5|3
20260201|49QGF-52-91-50|7340067|4|3574272|858455|13207|145277|2891|3302|1915.99|67|1159.42|75|1008.69|18|1698|-11729|269.8|-14768|-127.8|142|142|142|142|0|29|142|69|0|0|29|142|69|0|1846|142|1105|85|36363|87300|745|1382|35570|71140|4071|6785|0|26|2|5
20260201|49QGF-53-91-50|7340067|19|4300800|640796|12323|123230|1405|2095|507.14|36|388.49|57|4117.82|44|2028|-17306|878.8|-21141.9|980.2|169|169|169|169|8|25|169|12|3|10|25|169|12|4|2366|169|1414|101|9072|88010|378|3258|52904|105807|7890|13150|1|38|2|5
20260201|49QGF-54-91-50|7340067|21|4300800|99024|2063|20630|318|392|960.69|45|1022.04|73|3787.16|24|1942|-14531|194.4|-16945.2|842.4|162|162|162|162|0|39|162|35|0|0|39|162|35|0|2106|162|1261|97|24219|77900|952|2407|79520|159039|10937|18228|18|24|8|5
20260201|49QGF-55-91-50|7340067|12|4300800|453416|11932|131252|840|1432|987.15|9|1898.09|13|1983.09|48|426|-3600|183.6|-4428|151.2|36|36|36|36|0|5|36|5|0|0|5|36|5|0|504|36|308|22|11280|14638|289|2935|91525|183050|18584|30973|25|12|1|1
20260201|49QGF-56-91-50|7340067|21|4300800|128416|4013|32104|427|522|2276.16|55|1141.61|28|5546.92|12|1455|-10999|254.1|-13648.8|399.3|121|121|121|121|0|31|121|61|0|0|31|121|61|0|1573|121|949|73|28888|51475|1605|2976|8501|17002|1807|3012|8|40|5|5
20260201|49QGF-57-91-50|7340067|22|4300800|364848|7601|91212|1459|1140|1329.2|56|1885.85|25|4419.2|3|400|-2851|250.8|-3560.7|320.1|33|33|33|33|0|2|33|4|0|0|2|33|4|0|462|33|280|20|5050|94797|1244|663|154049|308098|21331|35551|30|35|2|4
20260201|49QGF-58-91-50|7340067|4|4210585.6|142720|3568|32112|360|428|2276.42|58|536.42|44|342.54|49|1124|-8338|676.8|-9710.2|319.6|94|94|94|94|0|6|94|5|0|0|6|94|5|0|1410|94|840|56|24275|53514|1856|481|75698|151396|12938|21564|14|31|0|3
20260201|49QGF-59-91-50|7340067|4|4300800|129040|3226|29034|575|548|1106.11|40|875.49|23|7184.55|58|703|-5180|129.8|-6495.9|141.6|59|59|59|59|0|17|59|17|0|0|17|59|17|0|767|59|455|35|21076|54384|1545|2485|153126|306251|22033|36721|10|19|5|3
20260201|49QGF-60-91-50|7340067|2|3606630.4|62525|2501|27511|149|175|1020.67|55|1400.16|47|6409.3|70|553|-4356|289.8|-5322.2|170.2|46|46|46|46|0|6|46|6|0|0|6|46|6|0|644|46|392|28|15576|18044|1729|1794|40381|80761|5561|9268|24|9|2|6
20260201|49QGF-61-91-50|7340067|11|4300800|337428|12978|142758|714|908|2386.77|26|1282.54|50|1597.36|27|1321|-10186|803|-11858|847|110|110|110|110|0|4|110|2|0|0|4|110|2|0|1650|110|990|66|20878|30380|446|2816|68987|137974|13465|22442|25|31|2|6
20260201|49QGF-62-91-50|7340059|22|3179417.6|229705|6563|59067|815|853|816.9|75|1634.27|10|2256.6|32|1433|-11234|226.1|-13506.5|-95.2|119|119|119|119|0|16|119|31|0|0|16|119|31|0|1666|119|994|71|2832|81068|1046|2007|105486|210971|20280|33800|20|29|9|4
20260201|49QGF-63-91-50|7340059|14|4300800|22260|795|7155|21|72|1094.61|36|331.96|77|4504.96|58|1105|-9209|855.6|-10984.8|892.4|92|92|92|92|0|0|92|16|0|0|0|92|16|0|1380|92|825|55|23608|65828|1521|2407|129927|259853|21816|36360|15|1|6|5
20260201|49QGF-64-91-50|7340070|9|3216384|152325|6093|48744|253|427|928.92|16|36.96|75|1855.01|22|373|-2920|148.8|-3456.5|151.9|31|31|31|31|0|5|31|3|0|0|5|31|3|0|434|31|266|19|44040|78156|384|3915|42295|84590|13102|21837|12|6|0|4
20260201|49QGF-65-91-50|7340070|23|4300800|186810|6227|68497|205|560|384.2|40|294.68|59|1864.87|54|112|-912|58.5|-1068.3|85.5|9|9|9|9|0|1|9|1|0|0|1|9|1|0|126|9|70|5|14088|45890|780|1672|18715|37430|6094|10157|2|12|4|3
20260201|49QGF-66-91-50|7340070|8|4300800|350766|13491|121419|983|1214|797.73|45|196.52|59|2642.08|58|424|-3090|140|-3930.5|126|35|35|35|35|0|7|35|0|0|0|7|35|0|0|455|35|273|21|30216|38636|1954|1353|51919|103837|10589|17648|26|19|1|6
20260201|49QGF-67-91-50|7340070|24|4300800|76602|2253|24783|79|248|2214.38|10|576.87|10|4000.51|34|1245|-10608|613.6|-12584|520|104|104|104|104|0|9|104|0|0|0|9|104|0|0|1456|104|868|62|4575|90720|884|2811|59786|119572|17305|28842|11|19|5|5
20260201|49QGF-68-91-50|7340070|11|4052787.2|382928|14728|162008|1085|1326|1532.32|38|537.15|39|1237.98|46|2066|-15360|756.8|-19401.6|154.8|172|172|172|172|0|22|172|1|0|0|22|172|1|0|2408|172|1442|103|10920|33254|403|1884|54711|109421|17131|28551|4|13|2|4
20260201|49QGF-69-91-50|7340070|1|3311104|20904|871|6968|21|52|2147.83|52|875.98|80|6829.07|5|720|-5808|492|-6996|636|60|60|60|60|0|0|60|2|0|0|0|60|2|0|900|60|540|36|22204|93744|569|991|88428|176855|22320|37200|7|28|5|6
20260201|49QGF-70-91-50|7340070|3|2419302.4|331016|7196|79156|823|1223|349.45|54|1443.3|0|1202.1|28|2361|-19956|591|-23502.1|78.8|197|197|197|197|0|33|197|8|0|0|33|197|8|0|2758|197|1652|118|42984|6006|1027|1048|1356|2711|597|995|16|15|2|4
20260201|49QGF-71-91-50|7340060|21|2272051.2|1269002|12949|116541|3520|4662|1813.35|11|768.56|39|4579.5|61|1956|-17604|570.5|-21010.7|81.5|163|163|163|163|74|43|163|16|30|89|43|163|16|37|2119|163|1274|98|34615|79350|300|1888|25601|51201|4300|7167|7|36|5|3
20260201|49QGF-72-91-50|7340060|10|2483404.8|96012|1778|19558|497|338|435.5|0|767.75|57|746.01|21|160|-1205|58.5|-1409.2|70.2|13|13|13|13|0|1|13|1|0|0|1|13|1|0|195|13|120|8|29650|54837|1780|3322|60144|120288|10368|17280|3|16|9|4
20260201|49QGF-73-91-50|7340060|15|2755993.6|529655|14315|143150|429|1861|493.91|19|549.16|65|5475.29|18|1389|-12308|1334|-14337.6|1183.2|116|116|116|116|51|0|116|5|20|61|0|116|5|26|1740|116|1050|70|38870|46648|848|264|21955|43910|6611|11018|26|1|6|4
20260201|49QGF-74-91-50|7340060|4|4300800|792900|15858|142722|2112|2537|987.57|26|1368.21|0|5627.32|15|1376|-9522|782|-11431|1023.5|115|115|115|115|0|0|115|1|0|0|0|115|1|0|1725|115|1035|69|27768|21784|1801|1191|87976|175951|9680|16134|22|3|9|0
20260201|49QGF-75-91-50|7340060|16|4300800|521188|8986|98846|1384|1528|784.08|17|1829.3|13|1605.04|32|2107|-14274|1689.6|-18145.6|1267.2|176|176|176|176|0|0|176|15|0|0|0|176|15|0|2640|176|1590|106|22204|11536|1447|1345|158635|317270|16690|27816|4|27|7|6
20260201|49QGF-76-91-50|7340061|12|1560064|549355|6463|51704|1934|2391|1115.95|26|116.45|11|5377.02|41|2222|-16761|-18.5|-20886.5|1147|185|185|185|185|0|42|185|68|0|0|42|185|68|0|2405|185|1443|111|8556|37425|1922|590|82975|165949|8410|14016|20|31|7|3
20260201|49QGF-77-91-50|7340061|12|2035200|300846|3857|34713|722|887|546.75|78|1155.98|28|5127.31|67|2079|-15760|1608.9|-19272.2|1539.7|173|173|173|173|0|0|173|1|0|0|0|173|1|0|2595|173|1560|104|39884|108024|1093|2697|166581|333161|17908|29846|25|5|2|6
20260201|49QGF-78-91-50|7340061|8|3710873.6|555390|10890|108900|1655|2069|177.2|53|444.44|33|2768.91|19|84|-652|21.7|-773.5|26.6|7|7|7|7|0|1|7|1|0|0|1|7|1|0|98|7|56|4|5016|12532|1951|1331|74756|149512|11285|18809|18|15|1|3
20260201|49QGF-79-91-50|7340061|11|4300800|645929|10589|95301|2449|2541|1203.45|62|1277.72|48|1429.92|61|549|-4191|115|-5060|92|46|46|46|46|0|13|46|19|0|0|13|46|19|0|598|46|364|28|34753|95275|849|2624|186656|373311|20431|34052|20|11|5|3
20260201|49QGF-80-91-50|7340061|8|4300800|930860|15260|137340|3241|3662|838.85|0|405.3|3|1809.64|71|239|-1772|84|-2080|60|20|20|20|20|0|3|20|2|0|0|3|20|2|0|280|20|168|12|18960|100308|841|1594|146733|293466|14214|23690|2|2|10|0
20260201|49QGF-81-91-50|7340061|20|1867878.4|340136|5002|60024|1621|1200|440.05|11|492.8|35|6710.08|75|1493|-11569|706.8|-13714.4|1202.8|124|124|124|124|0|9|124|10|0|0|9|124|10|0|1736|124|1036|74|4550|86697|1645|908|2609|5217|266|444|10|0|0|0
20260201|49QGF-82-91-50|7340065|16|2080665.6|679960|7640|76400|2109|1910|556.46|14|1572.25|74|1116.11|64|746|-5661|917.6|-6665|818.4|62|62|62|62|0|0|62|5|0|0|0|62|5|0|930|62|555|37|31668|101472|1334|2610|11248|22495|1163|1939|13|27|3|4
20260201|49QGF-83-91-50|7340065|3|2791936|109725|3325|39900|359|333|2069.02|32|83.45|2|4507.43|57|1988|-15355|1892.4|-18011|1344.6|166|166|166|166|0|0|166|21|0|0|0|166|21|0|2490|166|1500|100|27976|54488|729|491|94066|188131|14381|23969|14|11|1|0
20260201|49QGF-84-91-50|7340065|23|3266662.4|254796|4996|49960|664|749|1391.62|71|1291.98|50|4575.97|25|2236|-16889|985.8|-19716|502.2|186|186|186|186|0|7|186|15|0|0|7|186|15|0|2790|186|1680|112|20644|102760|1748|3710|22148|44295|2582|4303|2|33|8|3
20260201|49QGF-85-91-50|7340065|17|4244070.4|973224|13517|148687|4208|2974|547.17|32|7.84|29|5.86|62|395|-2940|52.8|-3672.9|-85.8|33|33|33|33|0|8|33|12|0|0|8|33|12|0|429|33|260|20|28175|87200|762|2026|147453|294906|18698|31163|11|18|10|1
20260201|49QGF-86-91-50|7340065|13|2823680|686376|9533|95330|1830|2193|1767.87|26|1.11|49|3227.87|69|919|-6660|500.5|-7938.7|739.2|77|77|77|77|0|3|77|8|0|0|3|77|8|0|1155|77|690|46|36296|88928|1894|1531|81714|163427|10521|17535|12|21|10|5
20260201|49QGF-87-91-50|7340065|16|4168294.4|223158|5722|51498|541|801|1972.24|18|1830.69|75|2535.68|32|1119|-8984|1553.1|-10323|1385.7|93|93|93|93|0|0|93|16|0|0|0|93|16|0|1395|93|840|56|29536|58492|145|470|135096|270191|16298|27163|17|36|3|6
20260201|49QGF-88-91-50|7340065|14|3041792|525980|15470|123760|1101|1702|983.05|75|1766.77|30|1628.77|49|80|-674|51.8|-837.9|25.2|7|7|7|7|0|0|7|0|0|0|0|7|0|0|105|7|60|4|31096|105280|1206|1499|38626|77251|7901|13169|5|37|0|2
20260201|49QGF-89-91-50|7340065|6|2655232|294228|6687|80244|1164|869|2322.79|15|975.28|72|307.04|77|578|-4397|321.6|-5304|475.2|48|48|48|48|0|3|48|8|0|0|3|48|8|0|720|48|435|29|16725|81594|131|894|28957|57914|4855|8092|18|38|7|0
20260201|49QGF-90-91-50|7340065|14|3827097.6|212162|4934|54274|657|592|1537.32|0|1886.06|0|6753.53|8|471|-3779|214.5|-4438.2|214.5|39|39|39|39|0|6|39|1|0|0|6|39|1|0|546|39|322|23|16824|70850|978|3463|89392|178784|12800|21333|18|40|1|2
20260201|49QGF-91-91-50|7340065|15|4241408|247410|2749|30239|859|770|2193.83|75|631.75|1|6098.9|54|1595|-12608|957.6|-15015.7|1130.5|133|133|133|133|0|7|133|16|0|0|7|133|16|0|1995|133|1200|80|26525|18522|1048|3794|258830|517660|21880|36466|25|40|6|3
20260201|49QGF-92-91-50|7340063|8|4300800|193580|9679|106469|319|484|1173|12|522.48|30|8062.23|70|1298|-10033|799.2|-11739.6|604.8|108|108|108|108|0|0|108|4|0|0|0|108|4|0|1620|108|975|65|46930|77112|380|2079|42484|84968|12593|20988|1|28|10|3
20260201|49QGF-93-91-50|7340063|22|4300800|100380|5019|40152|120|251|800.48|0|1582.63|8|7257.98|61|1379|-10177|1196|-12811|1414.5|115|115|115|115|0|0|115|17|0|0|0|115|17|0|1725|115|1035|69|4576|46284|544|345|11480|22959|13775|22959|13|19|3|0
20260201|49QGF-94-91-50|7340063|11|4300800|239120|11956|95648|287|598|992.11|14|1896.47|42|8268.98|35|1565|-12103|1482|-14599|1092|130|130|130|130|0|0|130|3|0|0|0|130|3|0|1950|130|1170|78|17056|65800|848|1699|39061|78121|7804|13007|13|30|9|2
20260201|49QGF-95-91-50|7340063|7|4300800|241260|12063|96504|290|603|2093.47|34|633.51|15|309.44|66|1779|-13409|1361.6|-15658.4|1050.8|148|148|148|148|0|0|148|0|0|0|0|148|0|0|2220|148|1335|89|11726|30072|1382|2094|33462|66923|11973|19955|17|6|4|2
20260201|49QGF-96-91-50|7340063|21|4300800|240091|8279|74511|224|828|722.6|59|992.03|76|2612.66|55|1796|-15165|990|-17940|1185|150|150|150|150|2|20|150|25|1|2|20|150|25|1|2100|150|1260|90|41736|8138|1605|1010|17639|35277|5503|9171|30|20|9|6
20260201|49QGF-97-91-50|7340063|13|4300800|551716|12539|137929|841|1755|1834.34|17|1104.81|79|1593.85|59|1123|-9701|376|-11881.6|188|94|94|94|94|0|17|94|7|0|0|17|94|7|0|1222|94|728|56|15840|92742|697|1342|24209|48417|18763|31272|26|23|5|0
20260201|49QGF-98-91-50|7340063|24|2945433.6|247502|5266|52660|158|737|688.61|53|101.01|42|6301.97|71|568|-5151|305.5|-6199.3|178.6|47|47|47|47|22|4|47|4|9|26|4|47|4|11|658|47|392|28|46100|92988|766|2723|43609|87217|10081|16801|8|8|5|1
20260201|49QGF-99-91-50|7340063|14|1391513.6|397420|6410|64100|679|1538|1382.86|66|1199.42|46|4711.49|4|1838|-17977|382.5|-20410.2|-107.1|153|153|153|153|110|28|153|21|44|132|28|153|21|55|1989|153|1196|92|10800|42510|1291|3089|23369|46737|19390|32317|23|30|3|0
20260201|49QGF-100-91-50|7340063|5|2117427.2|665720|15130|121040|363|2118|1732.44|67|1706.37|78|6436.29|49|1337|-11899|1154.4|-13519.8|1265.4|111|111|111|111|46|0|111|6|18|55|0|111|6|23|1665|111|1005|67|25636|108136|267|1100|50163|100326|18417|30695|20|30|8|1
