grid_id,churn_users,churn_prob,downgrade_users
49QGF-126-54-50,6,0.36,8
49QGF-127-54-50,6,0.41,9
49QGF-128-54-50,4,0.25,7
49QGF-129-54-50,10,0.44,13
49QGF-130-54-50,1,0.1,1
49QGF-131-54-50,1,0.19,1
49QGF-132-54-50,1,0.2,1
49QGF-133-54-50,1,0.19,1
49QGF-134-54-50,4,0.13,6
49QGF-135-54-50,8,0.31,8
49QGF-136-54-50,1,0.17,1
49QGF-44-55-50,3,0.14,3
49QGF-45-55-50,2,0.08,3
49QGF-46-55-50,3,0.27,5
49QGF-47-55-50,1,0.14,1
49QGF-48-55-50,6,0.27,10
49QGF-49-55-50,1,0.28,2
49QGF-50-55-50,3,0.2,4
49QGF-51-55-50,3,0.14,3
49QGF-52-55-50,4,0.15,6
49QGF-53-55-50,7,0.3,10
49QGF-54-55-50,1,0.3,1
49QGF-55-55-50,2,0.17,3
49QGF-56-55-50,7,0.3,8
49QGF-57-55-50,1,0.07,2
49QGF-61-55-50,2,0.14,2
49QGF-62-55-50,1,0.06,1
49QGF-63-55-50,2,0.16,3
49QGF-64-55-50,1,0.03,1
49QGF-65-55-50,1,0.05,1
49QGF-66-55-50,1,0.04,1
49QGF-67-55-50,1,0.06,2
49QGF-68-55-50,2,0.18,2
49QGF-69-55-50,1,0.17,1
49QGF-70-55-50,4,0.19,5
49QGF-71-55-50,5,0.22,9
49QGF-72-55-50,2,0.19,3
49QGF-73-55-50,1,0.38,1
49QGF-74-55-50,1,0.22,1
49QGF-75-55-50,8,0.39,13
49QGF-76-55-50,2,0.26,2
49QGF-77-55-50,3,0.37,5
49QGF-78-55-50,7,0.37,12
49QGF-79-55-50,3,0.17,5
49QGF-80-55-50,4,0.4,7
49QGF-81-55-50,5,0.35,7
49QGF-82-55-50,3,0.34,4
49QGF-83-55-50,1,0.27,1
49QGF-84-55-50,5,0.27,7
49QGF-85-55-50,1,0.07,1
49QGF-86-55-50,6,0.39,10
49QGF-87-55-50,3,0.38,5
49QGF-88-55-50,4,0.32,6
49QGF-89-55-50,2,0.13,3
49QGF-90-55-50,3,0.14,5
49QGF-91-55-50,2,0.2,2
49QGF-92-55-50,4,0.34,7
49QGF-93-55-50,1,0.13,1
49QGF-94-55-50,4,0.42,7
49QGF-95-55-50,2,0.25,2
49QGF-96-55-50,5,0.22,9
49QGF-97-55-50,12,0.5,14
49QGF-98-55-50,1,0.3,1
49QGF-100-55-50,1,0.15,2
49QGF-101-55-50,9,0.38,13
49QGF-102-55-50,3,0.14,4
49QGF-103-55-50,6,0.29,7
49QGF-104-55-50,2,0.13,3
49QGF-105-55-50,1,0.21,1
49QGF-107-55-50,2,0.11,2
49QGF-108-55-50,1,0.1,1
49QGF-109-55-50,1,0.08,2
49QGF-112-55-50,1,0.21,2
49QGF-114-55-50,1,0.05,1
49QGF-115-55-50,1,0.09,1
49QGF-116-55-50,4,0.15,5
49QGF-118-55-50,1,0.04,1
49QGF-119-55-50,9,0.38,11
49QGF-120-55-50,3,0.2,5
49QGF-121-55-50,9,0.32,12
49QGF-122-55-50,9,0.3,15
49QGF-123-55-50,4,0.17,7
49QGF-124-55-50,4,0.14,7
49QGF-125-55-50,4,0.21,6
49QGF-126-55-50,7,0.42,12
49QGF-127-55-50,12,0.41,14
49QGF-128-55-50,6,0.43,10
49QGF-129-55-50,4,0.5,6
49QGF-130-55-50,3,0.18,4
49QGF-132-55-50,2,0.09,2
49QGF-133-55-50,2,0.32,3
49QGF-134-55-50,8,0.29,10
49QGF-135-55-50,1,0.17,1
49QGF-136-55-50,2,0.26,2
49QGF-44-56-50,2,0.08,2
49QGF-45-56-50,1,0.06,2
49QGF-46-56-50,1,0.07,2
49QGF-47-56-50,1,0.2,2
49QGF-48-56-50,7,0.26,12
49QGF-49-56-50,7,0.32,11
49QGF-50-56-50,5,0.29,9
49QGF-51-56-50,6,0.28,8
49QGF-52-56-50,2,0.12,3
49QGF-53-56-50,3,0.29,4
49QGF-54-56-50,4,0.15,6
49QGF-55-56-50,1,0.18,2
49QGF-56-56-50,3,0.26,3
49QGF-57-56-50,1,0.08,1
49QGF-58-56-50,2,0.06,3
49QGF-61-56-50,2,0.1,2
49QGF-62-56-50,1,0.09,1
49QGF-63-56-50,1,0.04,1
49QGF-64-56-50,1,0.1,1
49QGF-65-56-50,1,0.04,1
49QGF-66-56-50,1,0.06,1
49QGF-68-56-50,3,0.11,3
49QGF-69-56-50,4,0.23,6
49QGF-70-56-50,2,0.18,3
49QGF-71-56-50,4,0.14,5
49QGF-72-56-50,7,0.23,9
49QGF-74-56-50,8,0.27,11
49QGF-75-56-50,7,0.28,11
49QGF-76-56-50,7,0.3,8
49QGF-77-56-50,1,0.18,2
49QGF-78-56-50,2,0.19,2
49QGF-79-56-50,4,0.27,4
49QGF-80-56-50,3,0.24,4
49QGF-81-56-50,1,0.25,1
49QGF-82-56-50,9,0.33,15
49QGF-83-56-50,3,0.32,4
49QGF-84-56-50,5,0.35,7
49QGF-85-56-50,5,0.3,8
49QGF-86-56-50,5,0.26,5
49QGF-87-56-50,5,0.25,8
49QGF-88-56-50,4,0.34,4
49QGF-89-56-50,8,0.32,10
49QGF-90-56-50,9,0.32,16
49QGF-91-56-50,2,0.12,4
49QGF-92-56-50,3,0.15,5
49QGF-93-56-50,2,0.15,2
49QGF-94-56-50,7,0.38,11
49QGF-95-56-50,1,0.36,2
49QGF-96-56-50,1,0.14,1
49QGF-97-56-50,13,0.46,22
49QGF-98-56-50,8,0.3,12
49QGF-99-56-50,2,0.36,3
49QGF-100-56-50,3,0.34,4
49QGF-101-56-50,1,0.33,1
49QGF-102-56-50,2,0.13,3
49QGF-104-56-50,1,0.03,2
49QGF-105-56-50,1,0.08,1
49QGF-106-56-50,2,0.12,2
49QGF-107-56-50,2,0.07,3
49QGF-108-56-50,1,0.05,1
49QGF-110-56-50,1,0.08,1
49QGF-115-56-50,1,0.07,1
49QGF-118-56-50,2,0.12,3
49QGF-119-56-50,13,0.5,21
49QGF-120-56-50,6,0.49,9
49QGF-121-56-50,3,0.27,4
49QGF-122-56-50,3,0.32,4
49QGF-123-56-50,3,0.41,4
49QGF-124-56-50,8,0.29,11
49QGF-125-56-50,2,0.38,2
49QGF-126-56-50,2,0.34,2
49QGF-127-56-50,1,0.17,1
49QGF-128-56-50,8,0.4,14
49QGF-129-56-50,4,0.36,5
49QGF-130-56-50,2,0.29,3
49QGF-131-56-50,1,0.32,1
49QGF-132-56-50,5,0.26,8
49QGF-133-56-50,6,0.34,8
49QGF-134-56-50,3,0.28,5
49QGF-135-56-50,9,0.34,15
49QGF-136-56-50,6,0.24,10
49QGF-44-57-50,2,0.1,2
49QGF-46-57-50,1,0.09,1
49QGF-47-57-50,1,0.28,1
49QGF-48-57-50,1,0.22,1
49QGF-49-57-50,5,0.27,8
49QGF-51-57-50,3,0.13,5
49QGF-52-57-50,3,0.32,5
49QGF-53-57-50,3,0.27,3
49QGF-54-57-50,1,0.21,2
49QGF-55-57-50,2,0.3,4
49QGF-56-57-50,7,0.25,12
49QGF-59-57-50,1,0.06,1
49QGF-61-57-50,1,0.04,1
49QGF-66-57-50,1,0.06,1
49QGF-67-57-50,2,0.07,3
49QGF-68-57-50,3,0.16,3
49QGF-69-57-50,7,0.26,9
49QGF-70-57-50,2,0.39,4
49QGF-71-57-50,1,0.09,2
49QGF-72-57-50,6,0.33,10
49QGF-73-57-50,3,0.18,5
49QGF-74-57-50,2,0.28,4
49QGF-75-57-50,4,0.21,7
49QGF-76-57-50,6,0.31,7
49QGF-77-57-50,4,0.3,7
49QGF-78-57-50,4,0.31,6
49QGF-79-57-50,4,0.15,6
49QGF-80-57-50,3,0.36,3
49QGF-81-57-50,1,0.1,1
49QGF-82-57-50,4,0.33,7
49QGF-83-57-50,2,0.23,3
49QGF-84-57-50,1,0.25,2
49QGF-85-57-50,9,0.35,10
49QGF-86-57-50,11,0.42,13
49QGF-87-57-50,9,0.33,11
49QGF-88-57-50,6,0.21,10
49QGF-89-57-50,5,0.29,9
49QGF-90-57-50,5,0.32,6
49QGF-91-57-50,7,0.38,8
49QGF-92-57-50,2,0.11,2
49QGF-93-57-50,3,0.29,5
49QGF-94-57-50,3,0.15,5
49QGF-95-57-50,10,0.35,14
49QGF-96-57-50,4,0.15,5
49QGF-97-57-50,2,0.3,2
49QGF-98-57-50,2,0.3,3
49QGF-99-57-50,3,0.35,5
49QGF-100-57-50,3,0.16,5
49QGF-101-57-50,1,0.06,1
49QGF-103-57-50,1,0.05,2
49QGF-104-57-50,1,0.11,1
49QGF-105-57-50,1,0.02,2
49QGF-111-57-50,1,0.05,1
49QGF-113-57-50,1,0.03,2
49QGF-114-57-50,1,0.07,1
49QGF-117-57-50,2,0.09,3
49QGF-118-57-50,1,0.15,1
49QGF-119-57-50,10,0.35,17
49QGF-120-57-50,1,0.41,1
49QGF-121-57-50,2,0.29,3
49QGF-122-57-50,1,0.35,2
49QGF-123-57-50,2,0.12,2
49QGF-124-57-50,13,0.46,16
49QGF-125-57-50,1,0.17,2
49QGF-126-57-50,7,0.26,9
49QGF-127-57-50,6,0.35,10
49QGF-128-57-50,7,0.3,12
49QGF-129-57-50,5,0.33,9
49QGF-130-57-50,8,0.3,10
49QGF-131-57-50,2,0.25,3
49QGF-132-57-50,2,0.27,3
49QGF-133-57-50,9,0.33,11
49QGF-134-57-50,4,0.26,5
49QGF-135-57-50,7,0.24,9
49QGF-136-57-50,2,0.12,3
49QGF-43-58-50,2,0.13,3
49QGF-44-58-50,1,0.09,2
49QGF-47-58-50,7,0.33,12
49QGF-48-58-50,2,0.29,3
49QGF-49-58-50,6,0.34,7
49QGF-50-58-50,5,0.21,8
49QGF-51-58-50,7,0.27,10
49QGF-52-58-50,6,0.28,8
49QGF-53-58-50,3,0.33,4
49QGF-54-58-50,2,0.23,3
49QGF-55-58-50,6,0.26,9
49QGF-56-58-50,2,0.31,3
49QGF-57-58-50,1,0.09,1
49QGF-60-58-50,4,0.19,7
49QGF-61-58-50,2,0.09,2
49QGF-62-58-50,2,0.07,3
49QGF-63-58-50,4,0.13,6
49QGF-65-58-50,2,0.09,2
49QGF-66-58-50,1,0.07,2
49QGF-68-58-50,4,0.3,6
49QGF-69-58-50,4,0.19,4
49QGF-70-58-50,2,0.1,2
49QGF-71-58-50,5,0.2,5
49QGF-72-58-50,3,0.14,5
49QGF-73-58-50,1,0.08,1
49QGF-74-58-50,3,0.16,3
49QGF-75-58-50,2,0.11,3
49QGF-76-58-50,4,0.27,6
49QGF-77-58-50,2,0.48,3
49QGF-78-58-50,11,0.38,13
49QGF-79-58-50,3,0.38,5
49QGF-80-58-50,3,0.29,4
49QGF-81-58-50,5,0.17,8
49QGF-82-58-50,12,0.5,12
49QGF-83-58-50,3,0.27,5
49QGF-84-58-50,1,0.27,1
49QGF-85-58-50,6,0.38,9
49QGF-86-58-50,3,0.31,4
49QGF-87-58-50,9,0.34,11
49QGF-88-58-50,1,0.28,2
49QGF-89-58-50,8,0.33,9
49QGF-90-58-50,7,0.32,7
49QGF-91-58-50,6,0.22,10
49QGF-92-58-50,8,0.3,9
49QGF-93-58-50,5,0.25,7
49QGF-94-58-50,2,0.24,4
49QGF-95-58-50,1,0.41,1
49QGF-96-58-50,5,0.3,8
49QGF-97-58-50,2,0.38,2
49QGF-98-58-50,1,0.42,2
49QGF-99-58-50,6,0.25,9
49QGF-100-58-50,1,0.04,1
49QGF-101-58-50,6,0.21,10
49QGF-103-58-50,2,0.18,3
49QGF-105-58-50,1,0.1,1
49QGF-106-58-50,2,0.08,3
49QGF-108-58-50,3,0.11,3
49QGF-109-58-50,1,0.03,1
49QGF-110-58-50,4,0.14,5
49QGF-112-58-50,1,0.2,1
49QGF-113-58-50,1,0.03,1
49QGF-114-58-50,1,0.03,1
49QGF-116-58-50,1,0.05,1
49QGF-118-58-50,7,0.37,12
49QGF-119-58-50,8,0.42,9
49QGF-120-58-50,2,0.14,2
49QGF-121-58-50,7,0.25,11
49QGF-122-58-50,2,0.17,2
49QGF-123-58-50,7,0.26,11
49QGF-124-58-50,5,0.28,7
49QGF-125-58-50,4,0.17,6
49QGF-126-58-50,5,0.3,9
49QGF-127-58-50,4,0.42,6
49QGF-128-58-50,1,0.27,1
49QGF-129-58-50,7,0.31,7
49QGF-130-58-50,3,0.13,5
49QGF-131-58-50,4,0.29,5
49QGF-132-58-50,6,0.33,9
49QGF-133-58-50,9,0.35,11
49QGF-134-58-50,9,0.33,13
49QGF-135-58-50,3,0.13,3
49QGF-136-58-50,5,0.24,6
49QGF-43-59-50,1,0.05,2
49QGF-44-59-50,1,0.06,1
49QGF-46-59-50,3,0.3,5
49QGF-47-59-50,5,0.26,8
49QGF-48-59-50,7,0.26,7
49QGF-49-59-50,4,0.22,5
49QGF-50-59-50,6,0.39,6
49QGF-51-59-50,1,0.22,2
49QGF-52-59-50,7,0.24,10
49QGF-53-59-50,3,0.27,5
49QGF-54-59-50,5,0.17,5
49QGF-55-59-50,1,0.29,2
49QGF-56-59-50,6,0.29,9
49QGF-57-59-50,2,0.24,3
49QGF-62-59-50,2,0.15,3
49QGF-65-59-50,1,0.06,1
49QGF-66-59-50,1,0.06,1
49QGF-67-59-50,4,0.2,6
49QGF-68-59-50,1,0.11,1
49QGF-69-59-50,4,0.3,4
49QGF-71-59-50,3,0.14,3
49QGF-72-59-50,3,0.13,4
49QGF-73-59-50,2,0.06,3
49QGF-74-59-50,2,0.25,2
49QGF-75-59-50,3,0.11,4
49QGF-76-59-50,5,0.19,8
49QGF-77-59-50,1,0.29,2
49QGF-78-59-50,4,0.32,6
49QGF-79-59-50,3,0.2,4
49QGF-80-59-50,4,0.26,4
49QGF-81-59-50,9,0.32,12
49QGF-82-59-50,9,0.39,14
49QGF-83-59-50,4,0.28,7
49QGF-84-59-50,2,0.32,3
49QGF-85-59-50,5,0.24,9
49QGF-86-59-50,8,0.26,12
49QGF-87-59-50,3,0.11,3
49QGF-88-59-50,2,0.09,2
49QGF-89-59-50,2,0.1,4
49QGF-90-59-50,5,0.2,7
49QGF-91-59-50,3,0.13,3
49QGF-92-59-50,2,0.15,2
49QGF-94-59-50,2,0.13,2
49QGF-95-59-50,3,0.18,5
49QGF-96-59-50,4,0.19,5
49QGF-97-59-50,5,0.17,7
49QGF-98-59-50,2,0.14,3
49QGF-99-59-50,4,0.16,7
49QGF-100-59-50,1,0.08,1
49QGF-101-59-50,2,0.08,2
49QGF-105-59-50,1,0.08,2
49QGF-109-59-50,1,0.05,1
49QGF-110-59-50,3,0.13,4
49QGF-111-59-50,4,0.13,7
49QGF-112-59-50,2,0.08,2
49QGF-113-59-50,1,0.04,1
49QGF-114-59-50,2,0.16,2
49QGF-115-59-50,1,0.05,2
49QGF-117-59-50,8,0.28,10
49QGF-118-59-50,1,0.26,1
49QGF-119-59-50,5,0.32,8
49QGF-120-59-50,5,0.33,8
49QGF-121-59-50,2,0.32,2
49QGF-122-59-50,2,0.1,3
49QGF-123-59-50,6,0.23,9
49QGF-124-59-50,9,0.34,13
49QGF-125-59-50,6,0.4,8
49QGF-126-59-50,4,0.34,7
49QGF-127-59-50,7,0.26,12
49QGF-128-59-50,7,0.28,9
49QGF-129-59-50,9,0.35,10
49QGF-130-59-50,5,0.35,6
49QGF-131-59-50,3,0.14,4
49QGF-132-59-50,5,0.3,9
49QGF-133-59-50,7,0.31,12
49QGF-134-59-50,7,0.33,8
49QGF-135-59-50,1,0.23,1
49QGF-136-59-50,2,0.22,4
49QGF-46-60-50,1,0.06,1
49QGF-47-60-50,9,0.32,12
49QGF-48-60-50,3,0.28,4
49QGF-49-60-50,5,0.23,7
49QGF-50-60-50,7,0.29,9
49QGF-51-60-50,2,0.23,3
49QGF-52-60-50,5,0.3,9
49QGF-53-60-50,1,0.28,1
49QGF-54-60-50,2,0.31,4
49QGF-55-60-50,4,0.25,7
49QGF-56-60-50,6,0.28,7
49QGF-57-60-50,3,0.22,4
49QGF-58-60-50,2,0.18,2
49QGF-59-60-50,1,0.06,1
49QGF-60-60-50,1,0.07,1
49QGF-63-60-50,1,0.09,1
49QGF-64-60-50,2,0.13,2
49QGF-66-60-50,2,0.25,2
49QGF-68-60-50,3,0.15,4
49QGF-69-60-50,2,0.13,2
49QGF-70-60-50,3,0.33,4
49QGF-72-60-50,3,0.17,5
49QGF-73-60-50,1,0.06,1
49QGF-74-60-50,2,0.26,3
49QGF-75-60-50,3,0.21,5
49QGF-76-60-50,2,0.12,3
49QGF-77-60-50,3,0.34,4
49QGF-78-60-50,2,0.34,3
49QGF-79-60-50,10,0.39,11
49QGF-80-60-50,8,0.4,13
49QGF-81-60-50,1,0.34,1
49QGF-82-60-50,2,0.18,3
49QGF-83-60-50,3,0.36,4
49QGF-84-60-50,11,0.43,15
49QGF-85-60-50,3,0.21,4
49QGF-86-60-50,9,0.34,11
49QGF-87-60-50,1,0.19,2
49QGF-89-60-50,4,0.14,5
49QGF-90-60-50,1,0.07,2
49QGF-91-60-50,2,0.08,3
49QGF-92-60-50,4,0.13,6
49QGF-93-60-50,2,0.16,2
49QGF-94-60-50,1,0.12,2
49QGF-95-60-50,4,0.14,6
49QGF-96-60-50,3,0.29,5
49QGF-97-60-50,3,0.12,5
49QGF-98-60-50,2,0.09,3
49QGF-100-60-50,1,0.06,1
49QGF-102-60-50,2,0.16,3
49QGF-109-60-50,1,0.03,1
49QGF-110-60-50,1,0.03,2
49QGF-113-60-50,1,0.05,1
49QGF-114-60-50,1,0.04,1
49QGF-116-60-50,2,0.3,3
49QGF-117-60-50,3,0.18,5
49QGF-118-60-50,3,0.28,5
49QGF-119-60-50,4,0.42,5
49QGF-120-60-50,7,0.39,12
49QGF-121-60-50,4,0.35,4
49QGF-122-60-50,5,0.18,8
49QGF-123-60-50,1,0.38,1
49QGF-124-60-50,1,0.1,1
49QGF-125-60-50,10,0.47,11
49QGF-126-60-50,1,0.31,2
49QGF-127-60-50,2,0.26,3
49QGF-128-60-50,4,0.31,7
49QGF-129-60-50,6,0.4,6
49QGF-130-60-50,11,0.42,18
49QGF-131-60-50,9,0.3,15
49QGF-132-60-50,1,0.33,1
49QGF-133-60-50,1,0.3,2
49QGF-134-60-50,4,0.41,6
49QGF-136-60-50,2,0.12,2
49QGF-43-61-50,2,0.17,3
49QGF-44-61-50,3,0.11,4
49QGF-46-61-50,6,0.19,6
49QGF-47-61-50,7,0.34,10
49QGF-48-61-50,6,0.26,10
49QGF-49-61-50,1,0.3,2
49QGF-50-61-50,1,0.17,2
49QGF-51-61-50,3,0.27,5
49QGF-52-61-50,4,0.24,5
49QGF-53-61-50,4,0.24,5
49QGF-54-61-50,5,0.3,5
49QGF-55-61-50,4,0.26,5
49QGF-56-61-50,2,0.06,3
49QGF-60-61-50,1,0.1,1
49QGF-63-61-50,1,0.02,2
49QGF-64-61-50,1,0.06,2
49QGF-65-61-50,1,0.16,2
49QGF-66-61-50,5,0.18,9
49QGF-67-61-50,1,0.25,1
49QGF-68-61-50,3,0.1,4
49QGF-69-61-50,2,0.14,3
49QGF-70-61-50,4,0.12,7
49QGF-71-61-50,1,0.23,1
49QGF-72-61-50,7,0.31,11
49QGF-73-61-50,1,0.22,1
49QGF-75-61-50,2,0.11,2
49QGF-76-61-50,2,0.11,4
49QGF-77-61-50,5,0.28,8
49QGF-78-61-50,2,0.13,3
49QGF-79-61-50,3,0.35,5
49QGF-80-61-50,2,0.27,2
49QGF-81-61-50,1,0.16,1
49QGF-82-61-50,6,0.37,11
49QGF-83-61-50,3,0.18,4
49QGF-84-61-50,8,0.28,13
49QGF-85-61-50,7,0.42,12
49QGF-86-61-50,2,0.21,2
49QGF-87-61-50,6,0.19,7
49QGF-88-61-50,4,0.16,6
49QGF-89-61-50,4,0.17,6
49QGF-90-61-50,2,0.1,3
49QGF-91-61-50,3,0.15,4
49QGF-92-61-50,6,0.19,10
49QGF-93-61-50,3,0.19,4
49QGF-94-61-50,1,0.12,1
49QGF-95-61-50,2,0.13,4
49QGF-96-61-50,1,0.17,2
49QGF-97-61-50,2,0.13,3
49QGF-98-61-50,9,0.36,15
49QGF-99-61-50,1,0.09,1
49QGF-103-61-50,1,0.05,1
49QGF-104-61-50,1,0.03,2
49QGF-106-61-50,1,0.09,1
49QGF-109-61-50,1,0.06,2
49QGF-110-61-50,1,0.04,1
49QGF-115-61-50,3,0.13,5
49QGF-116-61-50,7,0.31,12
49QGF-117-61-50,5,0.32,6
49QGF-118-61-50,11,0.38,13
49QGF-119-61-50,7,0.41,10
49QGF-120-61-50,6,0.23,8
49QGF-121-61-50,7,0.33,9
49QGF-122-61-50,1,0.4,1
49QGF-123-61-50,2,0.25,2
49QGF-124-61-50,8,0.28,12
49QGF-125-61-50,3,0.28,4
49QGF-126-61-50,2,0.26,2
49QGF-127-61-50,8,0.31,12
49QGF-128-61-50,5,0.28,6
49QGF-129-61-50,8,0.37,10
49QGF-130-61-50,5,0.31,6
49QGF-131-61-50,2,0.25,2
49QGF-132-61-50,3,0.3,5
49QGF-133-61-50,2,0.16,3
49QGF-134-61-50,5,0.19,8
49QGF-135-61-50,7,0.3,7
49QGF-136-61-50,4,0.13,5
49QGF-44-62-50,1,0.04,2
49QGF-45-62-50,1,0.3,1
49QGF-46-62-50,4,0.18,4
49QGF-47-62-50,5,0.25,9
49QGF-48-62-50,3,0.35,4
49QGF-49-62-50,3,0.09,3
49QGF-50-62-50,6,0.21,10
49QGF-51-62-50,4,0.17,5
49QGF-52-62-50,4,0.18,7
49QGF-53-62-50,5,0.18,5
49QGF-54-62-50,4,0.14,6
49QGF-57-62-50,2,0.11,3
49QGF-60-62-50,2,0.07,2
49QGF-61-62-50,1,0.09,1
49QGF-62-62-50,2,0.06,3
49QGF-63-62-50,5,0.18,7
49QGF-64-62-50,2,0.07,3
49QGF-65-62-50,1,0.15,1
49QGF-66-62-50,3,0.16,5
49QGF-67-62-50,3,0.18,4
49QGF-69-62-50,2,0.09,3
49QGF-70-62-50,4,0.24,5
49QGF-71-62-50,3,0.43,5
49QGF-72-62-50,5,0.18,7
49QGF-73-62-50,5,0.22,5
49QGF-74-62-50,2,0.15,3
49QGF-75-62-50,1,0.18,2
49QGF-76-62-50,3,0.27,4
49QGF-78-62-50,10,0.52,10
49QGF-79-62-50,2,0.12,3
49QGF-80-62-50,1,0.33,2
49QGF-81-62-50,3,0.33,3
49QGF-82-62-50,4,0.16,4
49QGF-83-62-50,4,0.39,7
49QGF-84-62-50,7,0.38,9
49QGF-85-62-50,2,0.12,3
49QGF-86-62-50,1,0.13,2
49QGF-87-62-50,2,0.14,3
49QGF-88-62-50,4,0.14,5
49QGF-89-62-50,1,0.09,2
49QGF-92-62-50,3,0.15,5
49QGF-93-62-50,1,0.12,2
49QGF-94-62-50,2,0.18,2
49QGF-95-62-50,3,0.18,4
49QGF-97-62-50,4,0.15,6
49QGF-98-62-50,9,0.31,13
49QGF-100-62-50,1,0.03,1
49QGF-104-62-50,1,0.04,1
49QGF-105-62-50,2,0.14,3
49QGF-106-62-50,2,0.08,2
49QGF-108-62-50,1,0.05,2
49QGF-109-62-50,2,0.09,2
49QGF-110-62-50,2,0.09,3
49QGF-111-62-50,1,0.1,1
49QGF-112-62-50,1,0.06,1
49QGF-113-62-50,1,0.02,1
49QGF-116-62-50,8,0.3,10
49QGF-117-62-50,1,0.43,1
49QGF-118-62-50,6,0.37,9
49QGF-119-62-50,10,0.35,17
49QGF-120-62-50,6,0.38,6
49QGF-121-62-50,5,0.29,6
49QGF-122-62-50,6,0.4,9
49QGF-123-62-50,8,0.37,10
49QGF-124-62-50,4,0.17,4
49QGF-125-62-50,1,0.28,1
49QGF-126-62-50,6,0.36,9
49QGF-127-62-50,1,0.36,2
49QGF-128-62-50,10,0.45,14
49QGF-129-62-50,1,0.29,1
49QGF-130-62-50,1,0.31,2
49QGF-131-62-50,1,0.2,2
49QGF-132-62-50,10,0.36,15
49QGF-133-62-50,2,0.12,3
49QGF-134-62-50,7,0.29,11
49QGF-135-62-50,3,0.13,5
49QGF-136-62-50,9,0.44,9
49QGF-43-63-50,1,0.09,2
49QGF-44-63-50,1,0.09,2
49QGF-46-63-50,1,0.08,2
49QGF-47-63-50,2,0.16,3
49QGF-48-63-50,4,0.37,6
49QGF-49-63-50,9,0.3,14
49QGF-50-63-50,4,0.34,5
49QGF-51-63-50,5,0.18,8
49QGF-52-63-50,4,0.26,6
49QGF-53-63-50,4,0.17,6
49QGF-54-63-50,2,0.15,3
49QGF-56-63-50,1,0.04,1
49QGF-58-63-50,1,0.04,2
49QGF-62-63-50,3,0.11,3
49QGF-64-63-50,1,0.14,1
49QGF-65-63-50,1,0.08,2
49QGF-66-63-50,3,0.13,5
49QGF-67-63-50,4,0.25,7
49QGF-68-63-50,5,0.3,5
49QGF-69-63-50,3,0.25,3
49QGF-70-63-50,5,0.24,5
49QGF-71-63-50,4,0.16,7
49QGF-72-63-50,1,0.16,2
49QGF-73-63-50,3,0.17,4
49QGF-74-63-50,2,0.33,2
49QGF-75-63-50,1,0.31,2
49QGF-76-63-50,4,0.16,7
49QGF-77-63-50,7,0.26,12
49QGF-78-63-50,2,0.05,3
49QGF-79-63-50,4,0.35,6
49QGF-80-63-50,7,0.25,10
49QGF-81-63-50,2,0.14,4
49QGF-82-63-50,1,0.24,1
49QGF-83-63-50,2,0.25,2
49QGF-84-63-50,6,0.39,8
49QGF-85-63-50,2,0.17,2
49QGF-86-63-50,1,0.14,2
49QGF-87-63-50,2,0.12,2
49QGF-89-63-50,1,0.18,1
49QGF-90-63-50,3,0.16,4
49QGF-91-63-50,3,0.12,5
49QGF-92-63-50,1,0.16,2
49QGF-93-63-50,3,0.18,4
49QGF-94-63-50,3,0.12,4
49QGF-95-63-50,1,0.04,2
49QGF-96-63-50,1,0.07,2
49QGF-98-63-50,1,0.04,2
49QGF-101-63-50,2,0.06,2
49QGF-102-63-50,2,0.09,3
49QGF-103-63-50,1,0.05,2
49QGF-104-63-50,1,0.04,1
49QGF-105-63-50,2,0.09,3
49QGF-107-63-50,2,0.09,2
49QGF-108-63-50,2,0.07,3
49QGF-110-63-50,1,0.12,1
49QGF-111-63-50,2,0.09,3
49QGF-112-63-50,1,0.03,2
49QGF-114-63-50,1,0.04,1
49QGF-115-63-50,1,0.11,1
49QGF-116-63-50,5,0.39,5
49QGF-117-63-50,3,0.34,4
49QGF-118-63-50,8,0.33,13
49QGF-119-63-50,1,0.12,1
49QGF-120-63-50,1,0.41,1
49QGF-121-63-50,3,0.12,4
49QGF-122-63-50,1,0.11,2
49QGF-123-63-50,5,0.3,5
49QGF-124-63-50,1,0.14,1
49QGF-125-63-50,8,0.29,10
49QGF-126-63-50,5,0.25,7
49QGF-127-63-50,6,0.31,8
49QGF-128-63-50,10,0.35,12
49QGF-129-63-50,5,0.2,5
49QGF-130-63-50,7,0.35,11
49QGF-131-63-50,3,0.16,4
49QGF-132-63-50,7,0.28,9
49QGF-133-63-50,5,0.31,5
49QGF-134-63-50,4,0.15,7
49QGF-135-63-50,3,0.14,4
49QGF-136-63-50,2,0.13,3
49QGF-43-64-50,1,0.15,1
49QGF-46-64-50,1,0.05,1
49QGF-47-64-50,6,0.21,6
49QGF-48-64-50,2,0.1,2
49QGF-49-64-50,3,0.36,4
49QGF-50-64-50,2,0.31,2
49QGF-51-64-50,2,0.21,3
49QGF-52-64-50,2,0.29,3
49QGF-53-64-50,2,0.22,2
49QGF-54-64-50,3,0.16,4
49QGF-56-64-50,3,0.09,3
49QGF-57-64-50,1,0.04,1
49QGF-59-64-50,1,0.08,1
49QGF-60-64-50,1,0.04,1
49QGF-61-64-50,1,0.21,1
49QGF-62-64-50,2,0.07,3
49QGF-63-64-50,6,0.31,8
49QGF-64-64-50,4,0.16,4
